type,id,titleZh,titleEn,note
document,cmtqill1l004rphijf1f17q7z,112學年度TEACHINGPLANAY2023-2024JHSENGLISHROAMINGTEACHER1120825,2023 Academic Year Teaching Plan (AY2023-2024) — JHS English Roaming Teacher (2023/08/25),REGULATION/ADMINISTRATIVE
document,cmtqilhxj003jphijyxxph6lp,國小生活用語參考手冊,Elementary Everyday Classroom English Reference Manual,REGULATION/ADMINISTRATIVE
document,cmtqilhsn003hphijqmzvdlwt,國小常用課堂用語2.0,Elementary Common Classroom Expressions Manual 2.0,REGULATION/ADMINISTRATIVE
document,cmtqilmpd005fphijs33gmow7,中No.10-1中山高中許瑜芳英語領域採全英語教學教案徵選計畫附件2,"JHS No.10-1 Zhongshan Senior High — Hsu Yu-Fang — All-English Lesson Plan Award, Attachment 2",REGULATION/ADMINISTRATIVE
document,cmtqilmfb005bphijs74o8ikj,中No.10-1中山高中許瑜芳B4U1gameforgrammarfocus,JHS No.10-1 Zhongshan Senior High — Hsu Yu-Fang — Book 4 Unit 1: Game for Grammar Focus,REGULATION/ADMINISTRATIVE
document,cmtqilner005pphijp0qpgcqa,中No.7安樂國中學習單二：Allaboutme,JHS No.7 Anle Junior High — Worksheet 2: All About Me,REGULATION/ADMINISTRATIVE
document,cmtqiln9p005nphijoogd0t50,中No.7安樂國中學習單一GrowthRecordforafrog,JHS No.7 Anle Junior High — Worksheet 1: Growth Record for a Frog,REGULATION/ADMINISTRATIVE
document,cmtqilmuj005hphijkrucjsl2,中No.13八斗高中-陳瑋玲-國中小英語文核心素養導向全英語優良教案徵選,JHS No.13 Badou Senior High — Chen Wei-Ling — Award for Excellence in All-English Lesson Plans (Literacy-Based),REGULATION/ADMINISTRATIVE
document,cmtqilmzo005jphij8u1nqcg6,中No.3南榮國中基隆市南榮國中吳孟槿國民中小學英語文核心素養導向全英語優良教案甄選）,JHS No.3 Nanrong Junior High — Wu Meng-Chin — Award for Excellence in All-English Lesson Plans (Literacy-Based),REGULATION/ADMINISTRATIVE
document,cmtqilma80059phijzotsot8x,No.10-2中基隆中山高中-廖逸君-國中小英語文核心素養導向全英語優良教案徵選,JHS No.10-2 Keelung Zhongshan Senior High — Liao Yi-Chun — Award for Excellence in All-English Lesson Plans (Literacy-Based),REGULATION/ADMINISTRATIVE
document,cmtqilmke005dphija1fvc2op,中No.10-1中山高中許瑜芳Book4Unit1TheSteakLooksYummybyHsuyufang,JHS No.10-1 Zhongshan Senior High — Hsu Yu-Fang — Book 4 Unit 1: The Steak Looks Yummy,REGULATION/ADMINISTRATIVE
document,cmtqiln4n005lphijlxfs7pi5,中No.7安樂國中111學年全英語教學教案final,JHS No.7 Anle Junior High — 2022 Academic Year All-English Lesson Plan (Final),REGULATION/ADMINISTRATIVE
document,cmtqilm590057phij1hecx8xq,35暖暖國小-謝欣樺-國中小英語文核心素養導向全英語優良教案徵選,No.35 Nuannuan Elementary — Hsieh Hsin-Hua — Award for Excellence in All-English Lesson Plans (Literacy-Based),REGULATION/ADMINISTRATIVE
document,cmtqillq90051phijs0cxhavn,13深澳國小-李聿芸-國民中小學英語領域採全英語教學教案徵選,No.13 Shen'ao Elementary — Li Yu-Yun — Award for Excellence in All-English Teaching Lesson Plans,REGULATION/ADMINISTRATIVE
document,cmtqillv80053phij7c8m6me3,19建德國小余宛亭國小英語文核心素養導向全英語優良教案徵選,No.19 Jiande Elementary — Yu Wan-Ting — Award for Excellence in All-English Lesson Plans (Literacy-Based),REGULATION/ADMINISTRATIVE
document,cmtqilm090055phijpzz7dosd,33尚仁國小-唐秀穎SnehaBaliga-國中小英語文核心素養導向全英語優良教案徵選,No.33 Shangren Elementary — Tang Hsiu-Ying (Sneha Baliga) — Award for Excellence in All-English Lesson Plans (Literacy-Based),REGULATION/ADMINISTRATIVE
document,cmtqilk7r004fphijn09g8erf,08中山高,No.08 Zhongshan Senior High (title pending manual review),REGULATION/ADMINISTRATIVE
document,cmtqilkcp004hphij9c4nl66s,1.國中小英語文核心素養導向全英語優良教案徵選-張陳平-張陳平,No.1 — Chang Chen-Ping — Award for Excellence in All-English Lesson Plans (Literacy-Based),REGULATION/ADMINISTRATIVE
document,cmtqillbh004vphijvj9lce5u,teachingplan2,Teaching Plan 2,REGULATION/ADMINISTRATIVE
document,cmtqill6k004tphijctk6ukd1,15堵南,No.15 Dunan Elementary (title pending manual review),REGULATION/ADMINISTRATIVE
document,cmtqiljva004bphijmlmkj8e2,03七堵,No.03 Qidu Elementary (title pending manual review),REGULATION/ADMINISTRATIVE
document,cmtqilk2s004dphijgu0lmzjp,04中和,No.04 Zhonghe Elementary (title pending manual review),REGULATION/ADMINISTRATIVE
document,cmtqilhit003dphijepzhexsl,GraduationcertificateEnglishVersion.docx,Graduation Certificate — English Version,REGULATION/ADMINISTRATIVE
document,cmtqilhdq003bphijop10yoj4,GraduationcertificateBilingualVersion,Graduation Certificate — Bilingual Version,REGULATION/ADMINISTRATIVE
document,cmtqilh8v0039phijbz6acpeu,長興鹿蘋worksheet,Changxing Elementary — Luping Worksheet,REGULATION/ADMINISTRATIVE
document,cmtqilh3z0037phijlztt18r3,長興國小雙語生活教案412,Changxing Elementary — Bilingual Life Curriculum Lesson Plan 412,REGULATION/ADMINISTRATIVE
document,cmtqilek60027phij4u6vf405,111下國小英語村遊學時間表0215修正,2022 Academic Year Semester 2 Elementary English Village Study Tour Timetable (Revised 2023/02/15),REGULATION/ADMINISTRATIVE
document,cmtqile5o0021phij666ut5kd,111下國中英語村課表0310修正,2022 Academic Year Semester 2 Junior High English Village Schedule (Revised 2023/03/10),REGULATION/ADMINISTRATIVE
document,cmtqilim9003tphijqtn0965i,雙語生活課程素養導向教學與評量,Bilingual Life Curriculum — Literacy-Based Teaching and Assessment,REGULATION/ADMINISTRATIVE
document,cmtqiliw6003xphijwis3jryw,體育傳球練習,Physical Education — Passing Practice (Classroom English),REGULATION/ADMINISTRATIVE
document,cmtqilj13003zphij8zq45a7s,體育課班級經營用語及學生用語,Physical Education — Classroom Management and Student Expressions,REGULATION/ADMINISTRATIVE
document,cmtqilir6003vphijlv6pn207,體育做操英語用語範例,Physical Education — Exercise Routine English Expressions,REGULATION/ADMINISTRATIVE
document,cmtqilicn003pphijyo61cnt2,聲音單元英語單字句型設計,"""Sound"" Unit — English Vocabulary and Sentence Pattern Design",REGULATION/ADMINISTRATIVE
document,cmtqili7l003nphijtlwwziqm,水單元英語單字句型設計,"""Water"" Unit — English Vocabulary and Sentence Pattern Design",REGULATION/ADMINISTRATIVE
document,cmtqilihf003rphij8r9e8o3f,認識學校環境單元英語單字句型設計,"""Knowing Our School"" Unit — English Vocabulary and Sentence Pattern Design",REGULATION/ADMINISTRATIVE
document,cmtqilhnn003fphij0nfnhary,一般的生活課室用語,General Everyday Classroom Expressions,REGULATION/ADMINISTRATIVE
document,cmtqilgz20035phij1w1jrv99,中興國小-江怡琦雙語教案風2,Zhongxing Elementary — Chiang Yi-Chi — Bilingual Lesson Plan Style 2,REGULATION/ADMINISTRATIVE
document,cmtqili2i003lphijfhfgpm89,基隆市111學年度雙語學校分級甄選計畫,Keelung City 2022 Academic Year Bilingual School Tiered Selection Plan,REGULATION/ADMINISTRATIVE
document,cmtqilgu60033phij69w6ywwa,G2_生活_單元二光影好好玩雙語教案,"Grade 2 Life Curriculum — Unit 2 ""Fun with Light and Shadow"" Bilingual Lesson Plan",REGULATION/ADMINISTRATIVE
document,cmtqilgk5002zphij9kj5vu9o,國中小英語課採全英語授課參考手冊正式發文版1221,"Elementary and Junior High All-English Instruction Reference Manual (Official Version, 12/21)",REGULATION/ADMINISTRATIVE
document,cmtqilgfa002xphij55zoxj24,1111210國中小英語課採全英語授課參考手冊正式發文B版,2022/12/10 Elementary and Junior High All-English Instruction Reference Manual (Official Version B),REGULATION/ADMINISTRATIVE
